Sb,Sd,Added,Strain
2.5383,5.074,2.5357,Str1
2.4059,4.43,2.0241,Str1
2.0891,4.4941,2.405,Str1
2.4085,5.9116,3.5031,Str1
2.4734,5.1878,2.7144,Str1
2.5483,5.4079,2.8596,Str1
2.6008,5.4013,2.8005,Str1
2.5383,6.175,3.6367,Str1
3.055,5.7934,2.7384,Str1
2.8865,5.2065,2.32,Str1
2.5383,5.2997,2.7614,Str1
2.4777,5.1428,2.6651,Str1
2.9509,5.5895,2.6386,Str1
2.7308,5.0742,2.3434,Str1
2.5358,6.8282,4.2924,Str1
3.6406,6.1764,2.5358,Str1
2.9907,4.9436,1.9529,Str1
2.9315,5.5548,2.6233,Str1
2.6291,5.6037,2.9746,Str1
3.6406,6.5288,2.8882,Str1
3.191,5.8386,2.6476,Str1
2.8784,5.463,2.5846,Str1
2.798,5.4862,2.6882,Str1
2.7493,5.7221,2.9728,Str1
2.943,5.8672,2.9242,Str1
3.0722,5.8742,2.802,Str1
3.0076,6.2977,3.2901,Str1
3.2733,6.1596,2.8863,Str1
3.191,5.9481,2.7571,Str1
3.2173,5.6,2.3827,Str1
2.9279,5.6737,2.7458,Str1
2.8666,6.094,3.2274,Str1
3.315,7.169,3.854,Str1
3.8438,6.0485,2.2047,Str1
2.3409,5.4151,3.0742,Str1
2.6658,5.3443,2.6785,Str1
2.6073,4.954,2.3467,Str1
2.535,5.9987,3.4637,Str1
2.6934,5.9889,3.2955,Str1
2.8784,5.3291,2.4507,Str1
2.6777,5.6171,2.9394,Str1
2.795,5.0907,2.2957,Str1
2.5557,5.1127,2.557,Str1
2.4836,5.0812,2.5976,Str1
3.1207,7.1332,4.0125,Str1
3.5106,5.8268,2.3162,Str1
2.8666,5.4511,2.5845,Str1
2.6934,5.365,2.6716,Str1
2.7577,5.3308,2.5731,Str1
2.665,5.3382,2.6732,Str1
2.6658,5.8623,3.1965,Str1
2.9257,5.5378,2.6121,Str1
3.3022,5.9863,2.6841,Str1
2.9964,5.8289,2.8325,Str1
3.0722,6.6468,3.5746,Str1
2.4913,5.4725,2.9812,Str1
2.6934,5.6648,2.9714,Str1
2.863,5.1212,2.2582,Str1
2.4364,5.4092,2.9728,Str1
2.7577,5.3442,2.5865,Str1
3.055,6.0464,2.9914,Str1
2.8607,5.2427,2.382,Str1
2.6032,5.528,2.9248,Str1
2.798,5.8592,3.0612,Str1
2.8318,5.8967,3.0649,Str1
2.9365,5.0194,2.0829,Str1
2.5358,4.2949,1.7591,Str1
2.6008,5.6557,3.0549,Str1
3.0598,5.8037,2.7439,Str1
3.1261,5.2147,2.0886,Str1
2.4777,4.5454,2.0677,Str1
2.3625,5.429,3.0665,Str1
2.925,5.6558,2.7308,Str1
2.7958,5.47,2.6742,Str1
2.6682,5.1416,2.4734,Str1
2.7331,5.8558,3.1227,Str1
2.863,5.4751,2.6121,Str1
2.6032,5.0364,2.4332,Str1
2.5358,4.9722,2.4364,Str1
2.6,4.8118,2.2118,Str1
2.9279,5.4473,2.5194,Str1
2.7958,5.3403,2.5445,Str1
2.6682,4.754,2.0858,Str1
2.3481,4.6396,2.2915,Str1
2.2338,4.5774,2.3436,Str1
2.7958,5.2777,2.4819,Str1
2.8718,5.2162,2.3444,Str1
2.613,5.4217,2.8087,Str1
2.737,5.3989,2.6619,Str1
2.665,5.4143,2.7493,Str1
2.665,5.435,2.77,Str1
2.8221,4.8836,2.0615,Str1
2.4777,4.9434,2.4657,Str1
2.4734,5.3316,2.8582,Str1
2.7308,4.9652,2.2344,Str1
2.5383,5.8382,3.2999,Str1
2.8607,4.8179,1.9572,Str1
2.4129,5.026,2.6131,Str1
2.4777,5.3966,2.9189,Str1
2.6008,5.0791,2.4783,Str1
2.4913,5.535,3.0437,Str1
2.798,5.3373,2.5393,Str1
2.73,5.9157,3.1857,Str1
2.6934,5.5265,2.8331,Str1
2.7958,5.9109,3.1151,Str1
3.0244,5.933,2.9086,Str1
2.5483,5.2416,2.6933,Str1
2.9257,5.2395,2.3138,Str1
2.6395,5.3308,2.6913,Str1
2.7424,5.032,2.2896,Str1
2.5483,5.216,2.6677,Str1
2.6777,5.0183,2.3406,Str1
2.5483,5.2658,2.7175,Str1
2.6658,5.0202,2.3544,Str1
2.9509,5.33,2.3791,Str1
2.73,5.1391,2.4091,Str1
2.73,4.7596,2.0296,Str1
2.2759,5.286,3.0101,Str1
2.8138,5.922,3.1082,Str1
2.9964,5.8099,2.8135,Str1
2.9315,5.3381,2.4066,Str1
2.6073,5.7885,3.1812,Str1
2.8718,5.7744,2.9026,Str1
2.8784,5.3371,2.4587,Str1
2.6721,5.403,2.7309,Str1
2.7958,7.0362,4.2404,Str1
2.8865,6.4383,3.5518,Str1
3.3175,6.5165,3.199,Str1
3.4505,6.4374,2.9869,Str1
2.8018,5.51,2.7082,Str1
2.7424,5.7508,3.0084,Str1
3.066,5.4752,2.4092,Str1
2.8071,5.9473,3.1402,Str1
3.1877,6.228,3.0403,Str1
3.3022,6.3178,3.0156,Str1
3.39,6.1191,2.7291,Str1
2.5425,4.8118,2.2693,Str1
2.3409,4.9545,2.6136,Str1
2.7424,5.8627,3.1203,Str1
3.185,6.4509,3.2659,Str1
3.12,5.6632,2.5432,Str1
3.1207,5.8751,2.7544,Str1
3.0612,5.4608,2.3996,Str1
3.1443,5.5446,2.4003,Str1
2.8138,5.7413,2.9275,Str1
2.8221,5.6765,2.8544,Str1
2.8784,6.7991,3.9207,Str1
2.9279,5.1116,2.1837,Str1
2.5116,5.3506,2.839,Str1
2.9279,6.1265,3.1986,Str1
3.0798,5.7946,2.7148,Str1
2.8018,5.8127,3.0109,Str1
3.055,5.3463,2.2913,Str1
2.798,6.1466,3.3486,Str1
2.0244,5.3339,3.3095,Str1
2.6008,5.5039,2.9031,Str1
2.6721,7.4834,4.8113,Str1
3.8151,5.9987,2.1836,Str1
3.0557,5.5908,2.5351,Str1
3.4475,6.0506,2.6031,Str1
2.9279,5.7522,2.8243,Str1
2.9602,4.8248,1.8646,Str1
2.2898,4.9733,2.6835,Str1
2.4085,4.6949,2.2864,Str1
2.419,5.1391,2.7201,Str1
2.6008,5.6207,3.0199,Str1
2.863,5.9779,3.1149,Str1
2.943,5.8743,2.9313,Str1
2.798,6.057,3.259,Str1
3.0013,5.7506,2.7493,Str1
3.0013,5.6815,2.6802,Str1
2.8865,5.4797,2.5932,Str1
2.8607,5.7972,2.9365,Str1
2.8607,5.4271,2.5664,Str1
2.7424,5.7881,3.0457,Str1
2.99,5.5535,2.5635,Str1
2.7958,5.7597,2.9639,Str1
2.9279,5.3981,2.4702,Str1
2.665,5.6027,2.9377,Str1
2.6682,5.4031,2.7349,Str1
2.6073,5.9042,3.2969,Str1
3.0612,5.764,2.7028,Str1
2.5358,5.157,2.6212,Str1
2.6658,5.5908,2.925,Str1
2.3544,4.9588,2.6044,Str1
2.4836,4.7602,2.2766,Str1
2.9279,5.2998,2.3719,Str1
2.4777,5.4729,2.9952,Str1
2.6658,5.4608,2.795,Str1
2.665,5.1073,2.4423,Str1
2.5425,5.675,3.1325,Str1
2.7493,5.5648,2.8155,Str1
2.8071,6.3104,3.5033,Str1
2.6658,5.5974,2.9316,Str1
2.8666,5.596,2.7294,Str1
2.863,6.119,3.256,Str1
3.0612,5.6276,2.5664,Str1
2.7308,5.0165,2.2857,Str1
2.2833,4.7494,2.4661,Str1
2.3409,5.2043,2.8634,Str1
2.3436,6.1155,3.7719,Str1
2.9928,5.3672,2.3744,Str1
2.5006,4.7494,2.2488,Str1
2.3409,5.2073,2.8664,Str1
2.6,5.1951,2.5951,Str1
2.5878,5.6021,3.0143,Str1
2.9928,5.2913,2.2985,Str1
2.7036,6.2576,3.554,Str1
3.1207,5.464,2.3433,Str1
2.6032,5.3437,2.7405,Str1
2.7308,5.3616,2.6308,Str1
2.6934,5.0717,2.3783,Str1
3.12,7.0293,3.9093,Str1
3.38,7.9106,4.5306,Str1
4.5727,6.0366,1.4639,Str1
2.5116,5.9225,3.4109,Str1
2.6,5.1613,2.5613,Str1
2.5483,5.2906,2.7423,Str1
2.6777,5.4074,2.7297,Str1
2.7331,4.6245,1.8914,Str1
2.2186,5.0187,2.8001,Str1
2.4836,5.1366,2.653,Str1
2.5358,5.7295,3.1937,Str1
2.7308,5.3526,2.6218,Str1
2.9257,5.5514,2.6257,Str1
2.7677,5.1106,2.3429,Str1
2.5755,4.8793,2.3038,Str1
2.4059,4.9409,2.535,Str1
2.4709,5.693,3.2221,Str1
2.6777,5.6565,2.9788,Str1
3.1227,4.7496,1.6269,Str1
2.2138,6.0152,3.8014,Str1
3.0076,6.0086,3.001,Str1
3.1956,5.6026,2.407,Str1
2.8718,5.4204,2.5486,Str1
2.8556,5.0743,2.2187,Str1
2.6008,5.0092,2.4084,Str1
2.5383,5.5381,2.9998,Str1
2.7958,5.0837,2.2879,Str1
2.4836,5.2524,2.7688,Str1
2.6,5.0445,2.4445,Str1
2.3409,5.8571,3.5162,Str1
2.8607,5.0084,2.1477,Str1
3.1877,6.5033,3.3156,Str1
3.3156,6.1207,2.8051,Str1
2.9192,5.4211,2.5019,Str1
2.6073,5.762,3.1547,Str1
2.8018,5.8536,3.0518,Str1
2.8607,5.7689,2.9082,Str1
3.0013,5.3624,2.3611,Str1
2.6847,5.7667,3.082,Str1
2.5557,5.2147,2.659,Str1
2.419,5.2016,2.7826,Str1
2.6008,5.2666,2.6658,Str1
2.7308,5.146,2.4152,Str1
2.4129,5.6088,3.1959,Str1
2.795,4.8834,2.0884,Str1
2.3409,5.1491,2.8082,Str1
2.5483,4.6836,2.1353,Str1
2.6658,6.3385,3.6727,Str1
3.3555,6.0094,2.6539,Str1
2.8138,5.8419,3.0281,Str1
3.0349,5.9872,2.9523,Str1
2.9279,5.528,2.6001,Str1
2.9964,5.7887,2.7923,Str1
2.9279,5.4165,2.4886,Str1
2.8607,5.5323,2.6716,Str1
2.6073,5.3989,2.7916,Str1
3.2173,5.2531,2.0358,Str1
2.6777,4.9469,2.2692,Str1
2.5383,5.4754,2.9371,Str1
2.7331,5.0093,2.2762,Str1
2.5358,5.0117,2.4759,Str1
2.6032,5.4375,2.8343,Str1
2.8607,5.3965,2.5358,Str1
2.7958,5.1026,2.3068,Str1
2.6291,5.248,2.6189,Str1
2.843,5.3316,2.4886,Str1
2.6777,5.5388,2.8611,Str1
2.6658,5.2848,2.619,Str1
2.5425,6.0596,3.5171,Str1
2.4777,5.3424,2.8647,Str1
2.7424,5.1298,2.3874,Str1
2.4364,5.1557,2.7193,Str1
2.6,5.2411,2.6411,Str1
2.4734,4.9964,2.523,Str1
2.4606,5.0541,2.5935,Str1
2.5425,5.1367,2.5942,Str1
2.4059,5.8529,3.447,Str1
2.6032,4.8252,2.222,Str1
2.4709,4.9658,2.4949,Str1
2.3625,5.8649,3.5024,Str1
3.0578,5.2147,2.1569,Str1
2.737,5.752,3.015,Str1
3.0798,5.2065,2.1267,Str1
2.6658,5.6292,2.9634,Str1
2.8071,5.8618,3.0547,Str1
2.8718,6.189,3.3172,Str1
3.3461,5.4309,2.0848,Str1
2.925,4.9714,2.0464,Str1
2.4364,4.9619,2.5255,Str1
2.6721,5.005,2.3329,Str1
2.535,5.4142,2.8792,Str1
2.6395,5.2249,2.5854,Str1
2.798,5.0271,2.2291,Str1
2.4913,5.4265,2.9352,Str1
2.6934,6.1056,3.4122,Str1
3.1227,6.1665,3.0438,Str1
3.1308,5.2,2.0692,Str1
2.535,6.0829,3.5479,Str1
2.6721,5.1656,2.4935,Str1
2.6008,4.8906,2.2898,Str1
2.5425,5.2138,2.6713,Str1
2.613,6.9248,4.3118,Str1
3.6225,6.3935,2.771,Str1
3.4505,6.4588,3.0083,Str1
3.25,6.3945,3.1445,Str1
3.1857,5.7208,2.5351,Str1
2.86,5.7387,2.8787,Str1
2.405,4.7825,2.3775,Str1
2.2441,5.3969,3.1528,Str1
2.4085,4.6442,2.2357,Str1
2.4709,4.9141,2.4432,Str1
2.4777,7.0792,4.6015,Str1
3.4548,6.9903,3.5355,Str1
3.5154,6.6962,3.1808,Str1
2.8018,5.3458,2.544,Str1
2.6777,5.7915,3.1138,Str1
2.86,6.1106,3.2506,Str1
2.5116,4.3027,1.7911,Str1
2.2186,5.2752,3.0566,Str1
2.4734,4.673,2.1996,Str1
2.3971,5.6461,3.249,Str1
2.613,5.4235,2.8105,Str1
2.7577,5.104,2.3463,Str1
2.5557,5.0271,2.4714,Str1
2.535,5.0809,2.5459,Str1
2.4777,5.8001,3.3224,Str1
3.0578,5.7173,2.6595,Str1
2.798,5.2039,2.4059,Str1
2.7331,5.143,2.4099,Str1
2.4709,4.6159,2.145,Str1
2.4059,5.0734,2.6675,Str1
2.7308,5.5348,2.804,Str1
2.6682,5.1491,2.4809,Str1
2.6008,5.213,2.6122,Str1
2.613,5.305,2.692,Str1
2.6847,5.517,2.8323,Str1
2.8018,6.3394,3.5376,Str1
3.2506,6.4125,3.1619,Str1
3.2817,5.6196,2.3379,Str1
2.7331,5.2272,2.4941,Str1
2.6073,4.9485,2.3412,Str1
2.4709,4.6304,2.1595,Str1
2.3544,5.0396,2.6852,Str1
2.4913,4.6977,2.2064,Str1
2.419,5.5349,3.1159,Str1
2.7331,4.9103,2.1772,Str1
2.4059,4.9443,2.5384,Str1
2.4709,4.8312,2.3603,Str1
2.6202,5.8171,3.1969,Str1
2.7958,4.7067,1.9109,Str1
2.2981,4.6917,2.3936,Str1
2.3481,4.9291,2.581,Str1
2.5557,4.9706,2.4149,Str1
2.47,4.8118,2.3418,Str1
3.1207,5.9241,2.8034,Str1
3.1261,6.3808,3.2547,Str1
3.25,6.9774,3.7274,Str1
3.575,6.1107,2.5357,Str1
3.2526,5.6088,2.3562,Str1
2.795,5.5402,2.7452,Str1
2.7331,5.099,2.3659,Str1
2.6721,5.4718,2.7997,Str1
2.6,4.9441,2.3441,Str1
2.2759,5.4628,3.1869,Str1
2.6073,5.1457,2.5384,Str1
1.9737,4.9783,3.0046,Str1
2.5006,5.2277,2.7271,Str1
2.7036,5.6016,2.898,Str1
2.613,5.6177,3.0047,Str1
2.7577,5.5252,2.7675,Str1
3.3825,6.5227,3.1402,Str1
3.0557,5.9943,2.9386,Str1
3.0578,5.6647,2.6069,Str1
2.7424,5.8944,3.152,Str1
2.8221,5.085,2.2629,Str1
2.6073,5.2394,2.6321,Str1
2.7036,4.8915,2.1879,Str1
2.2138,4.9747,2.7609,Str1
2.5383,4.8793,2.341,Str1
2.4777,4.8233,2.3456,Str1
2.4777,4.5988,2.1211,Str1
2.3201,5.2698,2.9497,Str1
2.4477,5.6737,3.226,Str1
2.8666,5.2129,2.3463,Str1
2.6,4.3252,1.7252,Str1
2.081,4.7031,2.6221,Str1
2.405,4.817,2.412,Str1
2.5383,5.4859,2.9476,Str1
2.2138,4.7721,2.5583,Str1
2.2338,4.5937,2.3599,Str1
2.146,6.046,3.9,Str1
3.3175,5.8564,2.5389,Str1
2.9315,5.3401,2.4086,Str1
2.4734,5.0159,2.5425,Str1
2.5425,4.9552,2.4127,Str1
3.0557,5.6003,2.5446,Str1
2.9069,5.0263,2.1194,Str1
2.6073,5.6589,3.0516,Str1
2.9907,5.4294,2.4387,Str1
2.5383,5.5557,3.0174,Str1
2.798,5.3434,2.5454,Str1
2.6777,5.6736,2.9959,Str1
2.8018,6.0438,3.242,Str1
2.9365,5.3529,2.4164,Str1
2.6682,5.0734,2.4052,Str1
2.5383,5.5265,2.9882,Str1
2.8607,5.3965,2.5358,Str1
2.6008,5.4271,2.8263,Str1
2.6291,4.9417,2.3126,Str1
2.5358,6.0302,3.4944,Str1
2.8865,6.0637,3.1772,Str1
3.1207,6.2031,3.0824,Str1
3.1308,5.9671,2.8363,Str1
2.8666,5.3363,2.4697,Str1
2.6032,5.1498,2.5466,Str1
2.6721,5.4147,2.7426,Str1
2.6847,6.1926,3.5079,Str1
3.185,7.1323,3.9473,Str1
3.4456,6.7014,3.2558,Str1
2.8556,5.306,2.4504,Str1
2.7677,5.4792,2.7115,Str1
2.9928,5.3333,2.3405,Str1
2.5383,4.9205,2.3822,Str1
2.3723,6.3249,3.9526,Str1
3.0722,5.3386,2.2664,Str1
2.4129,4.5796,2.1667,Str1
2.8071,5.7322,2.9251,Str1
2.7493,5.479,2.7297,Str1
2.5425,5.5311,2.9886,Str1
2.863,5.269,2.406,Str1
3.3022,6.3103,3.0081,Str1
3.1227,5.1872,2.0645,Str1
2.7036,5.416,2.7124,Str1
3.0013,5.674,2.6727,Str1
2.1538,4.6196,2.4658,Str1
2.2787,5.1515,2.8728,Str1
2.5483,6.2429,3.6946,Str1
3.315,6.6492,3.3342,Str1
3.1308,6.0522,2.9214,Str1
2.9315,6.5437,3.6122,Str1
3.3806,5.732,2.3514,Str1
3.1443,5.8618,2.7175,Str1
3.066,5.7887,2.7227,Str1
2.9907,6.3707,3.38,Str1
3.0557,6.0622,3.0065,Str1
3.2604,5.9941,2.7337,Str1
2.9928,5.9891,2.9963,Str1
2.9279,5.5627,2.6348,Str1
2.795,5.4854,2.6904,Str1
2.4085,5.609,3.2005,Str1
2.8666,5.658,2.7914,Str1
2.86,5.481,2.621,Str1
2.8607,5.6048,2.7441,Str1
2.8718,5.3072,2.4354,Str1
2.7424,5.4879,2.7455,Str1
3.0578,5.6284,2.5706,Str1
2.8221,4.6682,1.8461,Str1
2.3201,4.6837,2.3636,Str1
2.3436,4.7942,2.4506,Str1
2.4606,5.0717,2.6111,Str1
2.6008,5.2169,2.6161,Str1
2.5878,5.2073,2.6195,Str1
2.6073,5.2009,2.5936,Str1
2.73,5.0334,2.3034,Str1
2.4709,5.139,2.6681,Str1
2.3409,5.2221,2.8812,Str1
2.6032,5.1366,2.5334,Str1
2.3409,5.1477,2.8068,Str1
2.47,4.9544,2.4844,Str1
2.6,5.334,2.734,Str1
2.6658,5.3424,2.6766,Str1
2.6,5.6649,3.0649,Str1
2.9928,6.3767,3.3839,Str1
3.1261,6.1724,3.0463,Str1
2.6658,5.6234,2.9576,Str1
2.737,5.33,2.593,Str1
2.795,4.7013,1.9063,Str1
2.21,4.7544,2.5444,Str1
2.2186,5.8393,3.6207,Str1
2.9964,6.1135,3.1171,Str1
3.0578,5.9814,2.9236,Str1
3.0557,6.2406,3.1849,Str1
2.4059,5.135,2.7291,Str1
2.47,5.2016,2.7316,Str1
2.7331,6.1272,3.3941,Str1
3.0722,5.8682,2.796,Str1
3.0612,6.5733,3.5121,Str1
3.2526,5.7228,2.4702,Str1
2.73,5.4608,2.7308,Str1
2.795,5.596,2.801,Str1
2.798,5.6744,2.8764,Str1
2.7036,5.735,3.0314,Str1
3.0557,5.3525,2.2968,Str1
2.7493,6.1873,3.438,Str1
3.1261,5.8536,2.7275,Str1
2.9279,5.783,2.8551,Str1
3.0153,5.9924,2.9771,Str1
2.7308,5.3503,2.6195,Str1
2.73,5.9626,3.2326,Str1
2.9069,5.5463,2.6394,Str1
2.6032,6.3401,3.7369,Str1
2.6291,5.6003,2.9712,Str1
3.2015,5.9157,2.7142,Str1
3.055,6.0001,2.9451,Str1
3.0722,5.3965,2.3243,Str1
2.9315,6.3973,3.4658,Str1
3.0798,5.4757,2.3959,Str1
2.6777,5.7572,3.0795,Str1
2.9509,5.6026,2.6517,Str1
2.8718,5.9258,3.054,Str1
3.191,5.4077,2.2167,Str1
2.8718,5.4074,2.5356,Str1
2.7424,5.3497,2.6073,Str1
2.6073,5.3101,2.7028,Str1
2.7677,5.4208,2.6531,Str1
2.798,5.3698,2.5718,Str1
2.4269,4.8171,2.3902,Str1
2.3436,5.0058,2.6622,Str1
2.535,4.4326,1.8976,Str1
2.2787,4.5546,2.2759,Str1
2.5358,5.3116,2.7758,Str1
2.6008,4.8902,2.2894,Str1
3.0989,5.792,2.6931,Str1
3.0612,5.6943,2.6331,Str1
2.9907,6.3726,3.3819,Str1
3.185,6.0905,2.9055,Str1
2.4085,5.4797,3.0712,Str1
2.795,6.0575,3.2625,Str1
3.3277,5.8045,2.4768,Str1
2.9907,6.6042,3.6135,Str1
2.7424,4.3648,1.6224,Str1
2.5483,5.2599,2.7116,Str1
2.6721,5.5398,2.8677,Str1
3.2558,5.8557,2.5999,Str1
2.9279,5.7945,2.8666,Str1
2.8666,5.5931,2.7265,Str1
2.925,5.6821,2.7571,Str1
2.99,5.8771,2.8871,Str1
2.8221,5.3984,2.5763,Str1
2.86,6.1222,3.2622,Str1
2.5483,5.9418,3.3935,Str1
2.9069,4.8146,1.9077,Str1
2.2787,4.6334,2.3547,Str1
2.2898,4.8653,2.5755,Str1
2.2898,4.3721,2.0823,Str1
2.0962,6.1193,4.0231,Str1
2.8666,5.334,2.4674,Str1
2.7424,5.5809,2.8385,Str1
2.8018,5.3443,2.5425,Str1
2.5425,4.9417,2.3992,Str1
2.4709,4.7522,2.2813,Str1
2.3436,5.0093,2.6657,Str1
2.4085,5.4754,3.0669,Str1
2.7331,5.2065,2.4734,Str1
2.6032,5.4823,2.8791,Str1
2.6202,5.5288,2.9086,Str1
2.7331,5.6626,2.9295,Str1
2.8071,5.8593,3.0522,Str1
2.34,5.4759,3.1359,Str1
2.613,5.4828,2.8698,Str1
2.6847,5.5713,2.8866,Str1
2.8221,5.5469,2.7248,Str1
3.0887,5.5979,2.5092,Str1
2.7424,5.5642,2.8218,Str1
2.6682,5.8225,3.1543,Str1
2.9907,5.7333,2.7426,Str1
2.8018,6.3217,3.5199,Str1
3.1956,5.7236,2.528,Str1
2.9279,5.2476,2.3197,Str1
3.3856,5.403,2.0174,Str1
2.7958,5.1554,2.3596,Str1
2.6777,5.7298,3.0521,Str1
2.9928,6.3325,3.3397,Str1
3.1956,5.7321,2.5365,Str1
2.5755,5.4662,2.8907,Str1
2.6682,6.0637,3.3955,Str1
2.943,5.7471,2.8041,Str1
2.925,6.1354,3.2104,Str1
3.0887,5.3496,2.2609,Str1
2.7431,5.5753,2.8322,Str1
2.8718,5.4739,2.6021,Str1
2.737,5.8899,3.1529,Str1
2.9829,5.151,2.1681,Str1
2.5755,6.0045,3.429,Str1
3.1261,5.1788,2.0527,Str1
2.5755,5.2821,2.7066,Str1
2.885,5.3432,2.4582,Str1
2.6008,5.2299,2.6291,Str1
2.8784,5.9185,3.0401,Str1
3.0578,6.0307,2.9729,Str1
3.0798,6.1235,3.0437,Str1
2.943,5.8297,2.8867,Str1
3.0076,6.0008,2.9932,Str1
2.863,5.6647,2.8017,Str1
2.798,5.6093,2.8113,Str1
2.7493,5.6583,2.909,Str1
2.943,5.5008,2.5578,Str1
2.7677,6.9864,4.2187,Str1
3.3825,5.2107,1.8282,Str1
2.5425,5.0991,2.5566,Str1
2.47,5.9916,3.5216,Str1
2.9365,5.3084,2.3719,Str1
2.4477,5.1613,2.7136,Str1
2.6777,5.4336,2.7559,Str1
2.73,5.1648,2.4348,Str1
2.6,5.3405,2.7405,Str1
2.798,5.2972,2.4992,Str1
2.6291,5.2314,2.6023,Str1
2.4364,5.5404,3.104,Str1
2.6032,5.6741,3.0709,Str1
2.7958,6.2751,3.4793,Str1
3.1308,5.7729,2.6421,Str1
2.9509,5.7297,2.7788,Str1
2.9279,5.4751,2.5472,Str1
2.7424,6.2628,3.5204,Str1
3.0612,5.5978,2.5366,Str1
2.9257,6.1988,3.2731,Str1
3.1227,5.4673,2.3446,Str1
2.6073,5.8563,3.249,Str1
2.9964,5.5495,2.5531,Str1
2.9365,5.0766,2.1401,Str1
2.4734,5.8044,3.331,Str1
3.066,5.1674,2.1014,Str1
2.6291,7.3825,4.7534,Str1
3.677,7.0234,3.3464,Str1
3.999,6.349,2.35,Str1
2.8784,6.362,3.4836,Str1
3.1877,6.1346,2.9469,Str1
2.2759,5.0372,2.7613,Str1
2.6008,4.77,2.1692,Str1
2.4913,5.2809,2.7896,Str1
2.6008,5.6738,3.073,Str1
2.86,5.9218,3.0618,Str1
3.12,5.5546,2.4346,Str1
2.8865,5.9409,3.0544,Str1
2.99,7.9519,4.9619,Str1
4.0384,6.8145,2.7761,Str1
2.8718,5.9221,3.0503,Str1
2.9964,6.5264,3.53,Str1
3.2088,5.6093,2.4005,Str1
2.86,6.0026,3.1426,Str1
2.7036,5.8677,3.1641,Str1
3.1369,5.6201,2.4832,Str1
2.6777,5.0218,2.3441,Str1
2.5483,5.0085,2.4602,Str1
2.4085,4.4452,2.0367,Str1
2.1052,4.5619,2.4567,Str1
2.2138,5.3307,3.1169,Str1
2.8607,5.6206,2.7599,Str1
2.863,5.2788,2.4158,Str1
2.6658,5.7165,3.0507,Str1
2.3481,5.3036,2.9555,Str1
2.7036,7.2276,4.524,Str1
2.7308,5.2083,2.4775,Str1
2.5425,6.305,3.7625,Str1
2.6777,5.0725,2.3948,Str1
2.4709,4.8317,2.3608,Str1
3.1308,6.1764,3.0456,Str1
3.1857,6.054,2.8683,Str1
3.1261,5.6051,2.479,Str1
2.8071,5.7451,2.938,Str1
2.8784,5.8316,2.9532,Str1
2.9709,5.5266,2.5557,Str1
2.9907,5.4013,2.4106,Str1
2.798,5.733,2.935,Str1
2.2898,4.624,2.3342,Str1
2.3481,5.0888,2.7407,Str1
2.7958,5.6051,2.8093,Str1
2.8071,6.3968,3.5897,Str1
3.3856,6.7136,3.328,Str1
2.795,5.6768,2.8818,Str1
2.863,5.517,2.654,Str1
2.613,5.1459,2.5329,Str1
2.4777,5.6648,3.1871,Str1
2.863,5.6021,2.7391,Str1
2.8556,5.1555,2.2999,Str1
2.5425,6.3245,3.782,Str1
4.0179,5.7401,1.7222,Str1
3.1369,6.6306,3.4937,Str1
3.4456,5.0741,1.6285,Str1
2.21,5.0547,2.8447,Str1
2.5006,4.9512,2.4506,Str1
2.4129,5.8044,3.3915,Str1
3.0467,4.6168,1.5701,Str1
2.211,4.7768,2.5658,Str1
3.2558,6.1884,2.9326,Str1
3.1956,5.0743,1.8787,Str1
2.4777,5.0252,2.5475,Str1
2.405,5.5557,3.1507,Str1
2.798,5.8037,3.0057,Str1
2.8607,5.395,2.5343,Str1
2.5358,4.7538,2.218,Str1
2.4129,4.9359,2.523,Str1
2.5878,6.2661,3.6783,Str1
2.7331,6.1133,3.3802,Str1
2.8607,6.4958,3.6351,Str1
3.525,6.0092,2.4842,Str1
2.8865,5.8297,2.9432,Str1
3.0076,5.9128,2.9052,Str1
2.2754,4.3555,2.0801,Str2
2.4043,4.8906,2.4863,Str2
2.7949,5.1367,2.3418,Str2
2.666,5.207,2.541,Str2
2.6074,4.3867,1.7793,Str2
2.373,4.3046,1.9316,Str2
2.4199,5.1562,2.7363,Str2
3.4609,5.2695,1.8086,Str2
2.4121,4.7539,2.3418,Str2
2.5391,4.8243,2.2852,Str2
2.4707,5.1328,2.6621,Str2
2.6074,4.7539,2.1465,Str2
2.666,6.3828,3.7168,Str2
3.252,5.9883,2.7363,Str2
3.252,5.0118,1.7598,Str2
2.6641,4.2969,1.6328,Str2
3.0254,5.2227,2.1973,Str2
3.0547,5.7188,2.6641,Str2
3.1211,5.918,2.7969,Str2
3.1875,5.2656,2.0781,Str2
2.9258,5.4688,2.543,Str2
2.9922,5.5274,2.5352,Str2
3.1855,5.3515,2.166,Str2
2.6016,5.2305,2.6289,Str2
2.5352,4.3164,1.7812,Str2
2.2109,5.4023,3.1914,Str2
2.7949,5.5937,2.7988,Str2
2.7305,5.4141,2.6836,Str2
2.7363,4.8203,2.084,Str2
2.7324,4.4219,1.6895,Str2
2.2754,5.6094,3.334,Str2
2.3398,5.6796,3.3398,Str2
2.9375,5.2852,2.3477,Str2
2.6016,4.8789,2.2773,Str2
2.5996,5.9531,3.3535,Str2
3.0801,5.4805,2.4004,Str2
2.8613,5.0976,2.2363,Str2
2.6777,5.9531,3.2754,Str2
3.1953,6.082,2.8867,Str2
2.7324,4.3554,1.623,Str2
